MCC,RUC,UIC,UNIT NAME,STREET ADDRESS,"CITY, STATE",ZIPCODE,DPI
SS6,14005,M14005,LDGSPTEQUIPCO(-) 4THLDGSPTBN 4TH MLG,3976 KING GRAVES ROAD UNIT 90,VIENNA OH,44473,17
SS7,75724,null,LEGAL SERV SPT OFFICE (LSSO) H&SBN 4TH MLG,3805 E 155TH ST BLDG 710,KANSAS CITY MO,64147,17
SS8,81236,null,DET 2 COMMCO H&SBN 4THMLG,1400 POSTAL ROAD,ALLENTOWN PA,18109,16
SS9,71007,M29207,DET 3 HQCO H&SBN 4TH MLG,NMCRTC 1400 POSTAL ROAD,ALLENTOWN PA,18109,17
SSA,81238,null,MP CO A H&SBN 4THMLG,AFRC 151 OPPORTUNITY WAY,LEXINGTON KY,40511,16
SSC,71776,M29208,DET 4 HQCO H&SBN 4TH MLG,AFRC 151 OPPORTUNITY WAY,LEXINGTON KY,40511,17
SSE,81247,null,DET 6 HQCO H&SBN 4THMLG,2936 SHERWOOD ST BLDG 1440 WPAFB,DAYTON OH,45433,16
SSG,85219,null,DET 2 HQCO H&SBN 4THMLG,648 HOOSIER BLVD GRISSOM ARB,PERU IN,46970,16
SSH,81239,null,DET 5 HQCO H&SBN 4THMLG,625 E PITTSBURGH/MCKEESPORT BLVD,NORTH VERSAILLES PA,15137,16
SSJ,85217,null,D/S NBC DEF PLT 4THMLG,3805 E 155TH ST BLDG 710,KANSAS CITY MO,64147,16
SSK,85219,null,DET 1 COMMCO H&SBN 4THMLG,648 HOOSIER BLVD GRISSOM ARB,PERU IN,46970,16
SSL,29053,M29205,DET 1 HQCO H&SBN,AFRC 7838 MCCLOUD ROAD,GREENSBORO NC,27409,17
SSU,46744,null,MATSS FT WORTH,JRB BLDG 1068,FORT WORTH TX,76127,17
SSV,28125,null,4TH CEB SPMAGTF 13.3 II MEF (0313),II MEF PO BOX 20085,CAMP LEJEUNE NC,28542,02
SSW,28126,null,4TH CEB SPMAGTF 13.3 MARFORAF (0313),UNIT 30401,APO AE,09107,02
ST3,29071,M29071,H&SCO 4THMAINTBN 4TH MLG,6115 N HILLS CIRCLE,CHARLOTTE NC,28213,17
ST4,83264,null,DET 1 ELECTMAINTCO(-) 4THMAINTBN 4TH MLG,7838 MCLOUD ROAD,GREENSBORO NC,27409,16
ST5,85248,null,ELECTMAINTCO(-) 4THMAINTBN 4THMLG,3026 GEORGE WASHINGTON BLVD,WICHITA KS,67210,16
ST6,29078,M29078,DET 2 ELMACO 4THMAINTBN 4TH MLG,3010 WHITE RIVER PARKWAY EAST DRIVE,INDIANAPOLIS IN,46208,17
ST8,84272,null,ORDMAINTCO(-) 4THMAINTBN 4THMLG,2100 NORTH NEW ROAD,WACO TX,76707,16
ST9,70694,M70694,DET ORDMAINTCO 4THMAINTBN 4TH MLG,36 MACARTHUR AVE BLDG 686,FORT DEVENS MA,01432,17
STA,75188,M29921,DET ENGRMAINTCO 4THMAINTBN 4TH MLG,NMCRC 3026 GEORGE WASHINGTON BLVD,WICHITA KS,67210,17
STB,03007,null,MAG-41(-) 4TH MAW,NAS FT WORTH JRB BLDG 1068 RM 111,FORT WORTH TX,76127,16
STC,14664,M14664,DET 2 MTMCO 4THMAINTBN 4TH MLG,2869 CENTRAL AVE,AUGUSTA GA,30909,17
STD,46764,null,DET B MAINTBN 4TH MLG,SELFRIDGE ANGB,MOUNT CLEMENS MI,48045,17
STE,81236,null,DET 3 MTMCO 4THMAINTBN 4THMLG,1400 POSTAL ROAD,ALLENTOWN PA,18109,16
STF,29076,M29076,GS MAINTCO(-) 4THMAINTBN 4TH MLG,NMCRC ROCK ISLAND ARSENAL,ROCK ISLAND IL,61299,17
STK,84261,null,DET 1 MTMCO 4THMAINTBN 4THMLG,DYESS AFB 220 2ND STREET,ABILENE TX,79607,16
STL,81247,M21714,MP CO C 4TH LAW ENF BN FHG MARFORRES,2936 SHERWOOD ST BLDG 1440 WPAFB,DAYTON OH,45433,16
STR,01233,M01241,DET D VMGR 452,STEWART ANGB 10 MCDONALD STREET,NEWBURGH NY,12550,17
STT,20255,M21715,MP CO D 4TH LAW ENF BN FHG MARFORRES,2120 8TH AVE NORTH,BILLINGS MT,59101,17
STU,85245,null,ENGRMAINTCO(-) 4THMAINTBN 4THMLG,30TH & LAUREL STREETS,OMAHA NE,68111,16
STV,29071,M29211,DET 7 HQCO H&SBN 4TH MLG,6115 N HILLS CIRCLE,CHARLOTTE NC,28213,17
STZ,14667,null,TEMPORARY HOLDING UNIT,2869 CENTRAL AVE,AUGUSTA GA,30909,17
SU1,85281,null,DET 4 ENGRSPTCO 6THENGRSPTBN 4THMLG,1901 SOUTH KEMBLE AVE,SOUTH BEND IN,46613,16
SU3,87229,null,DET 1 BULKFUELCO A 6THENGRSPTBN 4THMLG,BOX 339500,FORT LEWIS WA,98433,16
SU4,77749,M29320,DET 2 BULKFUELCO A 6THENGRSPTBN 4TH MLG,AFRC 14063 W GILLESPIE ST,LUKE AFB AZ,85309,17
SU5,14552,M22312,DET 9 ENGRSPT CO 6TH ENGRSPTBN,MCRC BLDG 9690 BOX 339500,FORT LEWIS WA,98433,17
SU6,22321,M22321,H&SCO(-) 6THENGRSPTBN 4TH MLG,N&MCRTC 6735 N BASIN AVE,SALEM OR,97217,17
SU7,87241,null,DET 1 ENGRSPTCO 6THENGRSPTBN 4THMLG,6735 N BASIN AVE,PORTLAND OR,97217,16
SU8,22324,M22301,DET 1 H&SCO 6THENGRSPTBN 4TH MLG,101 BASE AVENUE CMRC,BATTLE CREEK MI,49015,17
SU9,85236,null,ENGRSPTCO(-) 6THENGRSPTBN 4THMLG,101 BASE AVENUE,BATTLE CREEK MI,49015,16
SUA,20256,M21716,MP SPT CO 4TH LAW ENF BN FHG MARFFORES,6400 BLOOMINGTON RD,ST PAUL MN,55111,17
SUB,46749,null,DET 2 HQTRS CO 4TH LE BN,8610 RANGE RD,FORT DIX NJ,08640,17
SUC,81235,null,BULK FUEL CO 6THENGRSPTBN WILMINGTON,3920 KIRKWOOD HWY,WILMINGTON DE,19808,16
SUD,24246,M22306,DET 3 ENGRSPT CO 6THENGRSPTBN,6TH & KEDRON AVE,FOLSOM PA,19033,17
SUE,71701,M22428,BULKFUELCO B 6THENGRSPTBN 4TH MLG,3920 KIRKWOOD HIGHWAY,WILMINGTON DE,19808,17
SUF,81229,null,BRIDGE CO B 6THENGRSPTBN 4THMLG,6TH & KEDRON AVENUE,FOLSOM PA,19033,16
SUG,81235,null,DET 6 ENGRSPTCO 6THENGRSPTBN 4THMLG,3920 KIRKWOOD HWY,WILMINGTON DE,19808,16
SUH,71783,M29326,DET BULK FUEL CO B 6TH ENGRSPTBN 4TH MLG,2949 RAMADA WAY,GREEN BAY WI,54304,17
SUJ,85281,null,ENGRCO B 6THENGRSPTBN 4THMLG,1901 SOUTH KEMBLE AVE,SOUTH BEND IN,46613,16
SUK,77747,M22314,DET 11 ENGRSPTCO 6TH ENGRSPTBN 4TH MLG,2949 RAMADA WAY,GREEN BAY WI,54304,17
SUM,85234,null,ENGRCO C 6THENGRSPTBN 4THMLG,7117 W PLANK RD,PEORIA IL,61604,16
SUN,75301,M22308,DET 5 ENGRSPTCO 6THENGRSPTBN 4TH MLG,NMCRTC 7117 WEST PLANK RD,PEORIA IL,61604,17
SUP,87243,null,BULKFUELCO C 6THENGRSPTBN 4TH MLG,AFRC 14063 W GILLESPIE ST,LUKE AFB AZ,85309,16
SUS,87263,null,BULKFUELCO A(-) 6THENGRSPTBN 4THMLG,3655 SOUTH WILMOT ROAD,TUCSON AZ,85730,16
SUT,22327,M22310,DET 7 ENGRSPTCO 6THENGRSPTBN 4TH MLG,AFRC 14063 W GILLESPIE ST,LUKE AFB AZ,85309,17
SUV,21337,M21337,BRIDGECO A 6THENGRSPTBN 4TH MLG,N&MCRC 101 BASE AVENUE,BATTLE CREEK MI,49015,17
SUW,77775,M22305,DET 2 ENGRSPTCO 6THENGRSPTBN 4TH MLG,AFRC 3106 PIERCE PARKWAY,SPRINGFIELD OR,97477,17
SUX,87244,null,BRIDGECO B 6THENGRSPTBN 4THMLG,AFRC 3106 PIERCE PARKWAY,SPRINGFIELD OR,97477,16
SUY,77775,M22302,DET 2 H&SCO 6THENGRSPTBN 4TH MLG,AFRC 3106 PIERCE PARKWAY,SPRINGFIELD OR,97477,17
SUZ,87243,null,DET 10 ENGRSPTBN 6THENGRSPTBN 4TH MLG,AFRC 14063 W GILLESPIE ST,LUKE AFB AZ,85309,16
SV1,46624,null,DET 1 SUPCO 4THSUPBN 4TH MLG,190 POREMBA CT SW ANACOSTIA BLDG 351,WASHINGTON DC,20373,17
SV3,82266,null,H&SCO(-) 4THSUPBN 4THMLG,7401 WARWICK BLVD,NEWPORT NEWS VA,23607,16
SV4,82266,null,DET 8 HQCO H&SBN 4THMLG,7401 WARWICK BLVD,NEWPORT NEWS VA,23607,16
SV6,83300,null,SUPCO(-) 4THSUPBN 4THMLG,2725 WESTERN BLVD,RALEIGH NC,27606,16
SV7,77004,M77004,DET 2 SUPCO 4THSUPBN 4TH MLG,MCLB 814 RADFORD BOULEVARD SUITE 20338,ALBANY GA,31704,17
SV8,77004,M29214,DET 10 HQCO H&SBN 4TH MLG,MCLB 814 RADFORD BOULEVARD SUITE 20338,ALBANY GA,31704,17
SV9,77006,M77006,GS AMMO PLT AMMOCO 4THSUPBN 4TH MLG,PO BOX 19515 6700 SW TOPEKA BLVD BLDG 688,TOPEKA KS,66619,17
SVA,73757,M73757,AMMOCO (-) 4THSUPBN 4TH MLG,669 PERIMETER RD,GREENVILLE SC,29605,17
SVC,77060,M77060,DET 1 AMMOCO 4THSUPBN 4TH MLG,DOBBINS AFB,MARIETTA GA,30067,17
SVD,29064,M29064,RATIONSCO 4THSUPBN 4TH MLG,190 POREMBA CT SW ANACOSTIA BLDG 351,WASHINGTON DC,20373,17
SVE,87263,null,DET 8 ENGRSPTCO 6THENGRSPTBN 4THMLG,3655 S WILMONT RD,TUCSON AZ,85730,16
SVJ,28124,null,SPMAGTF 13.2 22 MEU II MEF (0912),PSC BOX 20085,CAMP LEJEUNE NC,28542,02
SVK,29066,M29066,MEDLOGCO(-) 4THSUPBN 4TH MLG,N&MCRTC 75TH & WARWICK BLVD,NEWPORT NEWS VA,23607,17
SVL,46626,null,DET 1 MEDICAL LOGISTIC CO 4TH SUPBN,BOX 452132,SAN DIEGO CA,92131,17
SVM,46653,null,DET 3 SUPCO 4THSUPBN 4TH MLG,4400 DAUPHINE STREET,NEW ORLEANS LA,70146,16
SVP,28122,null,SPMAGTF MARFORAF (1211),UNIT 30401,APO AE,09107,02
SVQ,28123,null,SPMAGTF 12.2 II MEF (0112),PSC BOX 20085,CAMP LEJEUNE NC,28542,02
SVS,45500,null,SPMAGTF-BRF MARFOREUR,MCB BOX 555031,CAMP PENDLETON CA,92055,03
SW3,83261,null,H&SCO 4THDENBN 4THMLG,1210 NAVAL FORCES COURT,MARIETTA GA,30069,16
SW4,84236,null,4TH DENTAL CO 4THDENBN 4THMLG,NAS HERCULES RD BLDG 4210,FORT WORTH TX,76127,16
SW5,29123,M29123,14TH DENTAL CO 4THDENBN 4TH MLG,AFRC WOODHAVEN & COMLY ROADS,PHILADELPHIA PA,19154,17
SW6,29124,M29124,24TH DENTAL CO 4THDENBN 4TH MLG,NAS ATLANTA 1210 NAVAL FORCES COURT,MARIETTA GA,30069,17
SWA,04040,M29424,ENGR SVCS CO CLB 23 CLR 4 4TH MLG,AFRC 3106 PIERCE PARKWAY,SPRINGFIELD OR,97477,17
SWB,04041,M29434,ENGR SVCS CO CLB 25 CLR 45 4TH MLG,1901 S KEMBLE AVE,SOUTH BEND IN,46613,17
SWD,46626,null,H&S CO(-) 4TH MEDBN,BOX 452132,SAN DIEGO CA,92131,17
SWE,83177,null,DET SURGICAL CO A 4THMEDBN 4THMLG,2101 ALCOA HIGHWAY,KNOXVILLE TN,37920,16
SWG,83231,null,DET H&SCO 4THMEDBN 4THMLG,9500 AFRD SUITE 300,ORLANDO FL,32827,16
SWH,82271,null,SURGCO B(-) 4THMEDBN 4THMLG,2701 S CAPITOL ST SW,WASHINGTON DC,20373,16
SWJ,14024,M14024,DET SURGICAL CO B 4THMEDBN 4THMLG,N&MCRTC 75TH ST & WARWICK BLVD,NEWPORT NEWS VA,23607,17
SWL,81239,null,SURGCO A(-) 4THMEDBN 4THMLG,625 E PITTSBURGH/MCKEESPORT BLVD,NORTH VERSAILLES PA,15137,16
SWP,14812,M14812,DET 4 HST 1 CO B ISB (1011),7 NORTH SNOWMASS STREET STOP 61,AURORA CO,80011,17
SWW,87249,null,TRUCK CO 23D MAR REGT 4TH MARDIV,5095 RANGE ROAD,LAS VEGAS NV,89115,16
SX3,14551,M14551,H&S CO 4TH LDGSPTBN 4TH MLG,BOX 339500,FORT LEWIS WA,98433,17
SX4,14551,M29303,DET 1 LDGSPTEQUIPCO 4THLDGSPTBN,BOX 339500,FORT LEWIS WA,98433,17
SX5,29054,M29306,DET 4 LDGSPTEQUIPCO 4THLDGSPTBN 4TH MLG,NMCRTC 901 E MISSION ST,SAN JOSE CA,95112,17
SX6,87247,null,BTO CO A(-) 4THLDGSPTBN 4THMLG,901 E MISSION ST,SAN JOSE CA,95112,16
SX7,87247,null,DET 4 H&SCO 4THLDGSPTBN 4THMLG,901 E MISSION ST,SAN JOSE CA,95112,16
SX8,83182,null,DET 2 BTO CO B 4THLDGSPTBN 4THMLG,P.O. BOX 428,CEIBA PR,00735,16
SX9,83180,null,BTO CO B 4THLDGSPTBN 4THMLG,62 LEONARD-NEAL STREET BLDG 1281 SUITE 100,HUNTER AAF GA,31409,16
SXA,81219,null,DET 1 H&SCO 4THLDGSPTBN 4THMLG,3976 KING GRAVES ROAD UNIT 90,VIENNA OH,44473,16
SXD,87226,null,LDGSPTCO B 4THLDGSPTBN 4THMLG,BOX 215,LATHROP CA,95330,16
SXE,14123,M29225,DET 2 H&SCO 4THLDGSPTBN 4TH MLG,PO BOX 215,LATHROP CA,95330,17
SXF,87226,null,DET 2 LDGSPTEQUIPCO 4THLDGSPTBN 4THMLG,BOX 215,LATHROP CA,95330,16
SXG,14421,M14421,LDGSPTCO A 4THLDGSPTBN 4TH MLG,BOX 339500,FORT LEWIS WA,98433,17
SXJ,87227,null,DET 2 BTO CO A 4THLDGSPTBN 4THMLG,3225 WILLOW PASS RD,CONCORD CA,94519,16
SXK,83227,null,LDGSPTCO C 4THLDGSPTBN 4THMLG,2517 VECTOR AVE,CHARLESTON SC,29418,16
SXL,83227,null,DET 3 H&SCO 4THLDGSPTBN 4THMLG,2517 VECTOR AVE,CHARLESTON SC,29418,16
SXM,14554,M29305,DET 3 LDGSPTEQUIPCO 4THLDGSPTBN 4TH MLG,1050 REMOUNT ROAD BLDG 3155,NORTH CHARLESTON SC,29406,17
SXN,83182,null,DET 8 LDGSPTEQUIPCO 6THLDGSPTBN 4THMLG,P.O. BOX 428,CEIBA PR,00735,16
SXP,84237,null,DET 3 H&SCO 6THMTBN 4THMLG,2515 COLLEGE DR,TEXARKANA TX,75501,16
SXQ,83181,null,DET 1 BTO CO A 4THLDGSPTBN 4TH MLG,MCB BLDG RR 120 STONE BAY,CAMP LEJEUNE NC,28542,16
SXS,83181,null,DET 6 LDGSPTEQUIPCO 4THLDGSPTBN 4TH MLG,MCB BLDG RR 120 STONE BAY,CAMP LEJEUNE NC,28542,16
SXT,29058,null,2D LNGSHRPLT 2DBCHTERMOPS CO 4THLSBN 4TH MLG,MCB BLDG RR 120 STONE BAY,CAMP LEJEUNE NC,29542,17
SXU,29057,M29228,DET 5 H&SCO 4THLDGSPTBN 4TH MLG,62 LEONARD-NEAL STREET BLDG 1281 SUITE 100,HUNTER AAF GA,31409,17
SXV,83180,null,DET 5 LDGSPTEQUIPCO 4THLDGSPTBN 4THMLG,62 LEONARD-NEAL STREET BLDG 1281 SUITE 100,HUNTER AAF GA,31409,16
SXW,77000,M29309,DET 7 LDGSPTEQUIPCO 4THLDGSPTBN 4TH MLG,3225 WILLOW PASS RD,CONCORD CA,94520,17
SXX,14801,M14801,H&SCO HQ ISB DET D (0212),4400 DAUPHINE STREET,NEW ORLEANS LA,70146,17
SY1,80296,null,DET 1 D/S MTCO B 6THMTBN 4TH MLG,30 WOODWARD AVENUE,NEW HAVEN CT,06512,16
SY3,80295,null,H&SCO(-) 6THMTBN 4TH MLG,338 NEWMAN SPRINGS RD,RED BANK NJ,07701,16
SY4,14652,M14652,D/S MT CO B(-) 6THMTBN 4TH MLG,301 E REGIS ST SUITE 1137,LUBBOCK TX,79403,17
SY5,14654,M28209,DET 1 G/S MT CO 6THMTBN 4TH MLG,9500 ARMED FORCES RESERVE DRIVE SUITE 300,ORLANDO FL,32827,17
SY6,80297,null,G/S MTCO(-) 6THMTBN 4THMLG,1ST NARRAGENSETT ST,PROVIDENCE RI,02905,16
SY7,28115,M28201,DET 1 H&SCO 6THMTBN 4TH MLG,AFRC FIELDS POINT,PROVIDENCE RI,02905,17
SY8,28116,M28117,BULKFUELTRANSPLT G/S MT CO 6THMTBN 4TH MLG,5095 RANGE ROAD,LAS VEGAS NV,89115,17
SY9,14654,M14654,D/S MT CO A(-) 6THMTBN 4TH MLG,9500 ARMED FORCES RESERVE DRIVE SUITE 300,ORLANDO FL,32827,17
SYB,28114,M28213,DET 1 D/S MT CO A 6THMTBN 4TH MLG,30 WOODWARD AVE,NEW HAVEN CT,06512,17
SYC,84258,null,DET 5 H&SCO 6THMTBN 4THMLG,301 E REGIS ST,LUBBOCK TX,79403,16
SYD,28114,M28206,DET 6 H&SCO 6THMTBN 4TH MLG,30 WOODWARD AVE,NEW HAVEN CT,06512,17
SYE,03008,null,MACS-23 MACG-48 4THMAW,20600 EAST HIGHWAY 30 BLDG 1301,AURORA CO,80011,16
SYF,03044,null,DET EW/C MACS-24,NAS OCEANA 1325 SOUTH BIRDNECK ROAD,VIRGINIA BEACH VA,23451,16
SYK,77030,M28210,DET 2 G/S MT CO 6THMTBN 4TH MLG,2515 COLLEGE DRIVE,TEXARKANA TX,75501,17
SYL,83231,null,DET 2 H&SCO 6THMTBN 4THMLG,AFRC 9500 RESERVE DR SUITE 300,ORLANDO FL,32827,16
SYM,03007,M03007,DET 4 MWSS 473 DET B (0212),NAS FT WORTH JRB BLDG 1068 RM 111,FORT WORTH TX,76127,16
SYQ,01149,M01149,MWSS 473 DET I (0411),NAS MIRAMAR PO BOX 452024,SAN DIEGO CA,92145,17
SYT,14018,M14018,DET MP CO HQBN 4THMARDIV,2003 4TH STREET NORTH SUITE A,WAHPETON ND,58075,17
SYU,14652,null,DET 1 DS MT CO B (-) 6TH MTBN,301 EAST REGIS ST SUITE 1137,LUBBOCK TX,79403,17
SYW,28116,M28204,DET 4 H&SCO 6THMTBN 4TH MLG,5095 RANGE ROAD,LAS VEGAS NV,89115,17
SYY,28111,M28211,DET 3 G/S MT CO 6THMTBN 4TH MLG,338 NEWMAN SPRINGS ROAD,RED BANK NJ,07701,17
SYZ,28111,M29213,DET 9 HQCO H&SBN 4TH MLG,338 NEWMAN SPRINGS ROAD,RED BANK NJ,07701,17
SZ1,46652,null,DET D 4TH GSP H&SCO INTEL SPT BN,1630 SOUTH BROAD STREET,MOBILE AL,36605,17
SZ2,46764,null,ENVIRONMENTAL SVCS TEAM 1,SELFRIDGE ANGB,MOUNT CLEMENS MI,48045,17
SZ4,87229,M87229,ENVIRO SVCS TM 3 MARFORRES,BOX 339500,FORT LEWIS WA,98433,16
SZ5,46625,null,DET PERS RETRIEVAL AND PROCESSING CO,1880 ROSWELL STREET SE,SMYRNA GA,30080,17
SZ8,84236,M84236,DET S HQBTRY 14THMAR (0211),NAS HERCULES ROAD BLDG 4210 JRB,FORT WORTH TX,76127,16
SZD,03026,null,DET 5 MWSS 472 (0212),MCGUIRE AFB 4401 TEXAS AVE,FORT DIX NJ,08640,16
SZM,87241,MS4501,ENVIR SVCS DET PORTLAND,NMCRTC 6735 N BASIN AVENUE,PORTLAND OR,97217,16
SZU,21337,M21337,BRIDGE CO A DET 5 6TH ESB (0211),N&MCRC 101 BASE AVENUE,BATTLE CREEK MI,49015,17
T01,20021,MS4146,OIC FORWARD COORDINATION ELEMENT AUSTRALIA,HEADQUARTERS 1 BDE PALMERSTON NT,DARWIN AUSTRALIA,96551,03
T10,54026,null,DEFENSE ADVANCED RESEARCH PROJECT AGENCY,CO B HQBN HQMC,ARLINGTON VA,22214,09
T13,54026,null,DEFENSE LOGISTICS AGENCY,CO B HQBN HQMC,ARLINGTON VA,22214,09
T15,54008,null,OFF CHAIRMAN JCS,9100 JOINT STAFF PENTAGON RM 2D743,WASHINGTON DC,20318,09
T16,54008,null,OFF DIRECTOR JOINT STAFF,9100 JOINT STAFF PENTAGON RM 2D743,WASHINGTON DC,20318,09
T17,20600,null,LEAD JOINT LOGISTICS PLANNER,DLA KAISERLAUTERN GERMANY,APO AE,09227,02
T19,54008,null,1ST INFORMATION OPERATIONS CMD,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
T1N,20600,null,SJFHQ USAAFRCOM MOHRING GE,COMMARFOREUR UNIT 30401,APO AE,09107,02
T29,54026,null,NATIONAL MILITARY COMMAND CENTER OJCS,CO B HQBN HQMC,ARLINGTON VA,22214,09
T30,54026,null,DEFENSE INTELLIGENCE AGENCY,CO B HQBN HQMC,ARLINGTON VA,22214,09
T32,54008,null,OFF PROG APPRAISAL NAVY DEPT,1000 NAVY PENTAGON,WASHINGTON DC,20350,09
T34,54008,null,HQ DISA NATIONAL CAPITAL REGION,7010 DEFENSE PENTAGON,WASHINGTON DC,20301,09
T35,54008,MS4103,OFF SEC NAVY,1000 NAVY PENTAGON,WASHINGTON DC,20350,09
T36,54026,null,OFFICE OF THE UNDER SECNAV,CO B HQBN HQMC,ARLINGTON VA,22214,09
T37,54008,MS4103,DUSN FOR (PPOI),1000 (NAVY) PENTAGON,WASHINGTON DC,20350,09
T38,54008,null,OFF ASST SEC NAV RSCH ENGINEERING SYS,1000 NAVY PENTAGON RM 4E665,WASHINGTON DC,20350,09
T39,54026,null,ASST SECNAV FINANCIAL MGMT,CO B HQBN HQMC,ARLINGTON VA,22214,09
T40,54008,null,OFF COMPT NAVY DEPT,1000 NAVY PENTAGON RM 4C355,WASHINGTON DC,20350,09
T41,54008,MS4103,DUSN FOR (DCMO),1000 (NAVY) PENTAGON,WASHINGTON DC,20350,09
T42,54008,MS4103,OFFICE OF DON ASSISTANT FOR ADMIN,1000 (NAVY) PENTAGON,WASHINGTON DC,20350,09
T43,54008,null,ASST SECNAV MANPOWER & RES AFFAIRS,1000 NAVY PENTAGON,WASHINGTON DC,20350,09
T44,54008,MS4103,SAPRO,1000 (NAVY) PENTAGON,WASHINGTON DC,20350,09
T45,54008,MS4103,OPERATIONS INTEGRATION GROUP,1000 (NAVY) PENTAGON,WASHINGTON DC,20350,09
T46,54026,null,OFFICE OF NAVAL RESEARCH,CO B HQBN HQMC,ARLINGTON VA,22214,09
T47,20600,MS4107,HQ ALLIED LANDCOM NON-JT BIL,UNIT 6875 BOX 01,APO AE,09821,02
T48,54008,null,SENATE LIAISON OFFICE,182 RUSSELL SENATE OFFICE BLDG,WASHINGTON DC,20510,09
T49,54026,null,DIRECTOR NAVAL COUNSEL PERS BDS,CO B HQBN HQMC,ARLINGTON VA,22214,09
T50,20600,MS4107,JOINT WARFARE CTR NON-JOINT,UNIT 30401,APO AE,09107,02
T52,54008,null,OFF CNO OP 00,2000 NAVY PENTAGON,WASHINGTON DC,20350,09
T53,45230,null,HQ SACT (NATO) (NON-JOINT),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
T54,54008,null,AMERICAN FORCES INFORMATION SERVICE,FAIRFAX STREET RM 311,ALEXANDRIA VA,22314,09
T55,46252,null,TEMPORARY CMO SUPPORT,MCB MCCDC 2006 HAWKINS AVE,QUANTICO VA,22134,09
T56,45683,null,ADVISOR TRAINING GROUP,MAGTFTF PO BOX 788155,TWENTYNINE PALMS CA,92278,03
T57,03040,MS4105,DEF DISTB DEPOT (DLA) SAN JOAQUIN NON-JOINT,25600 SOUTH CHRISMAN RD,TRACY CA,95304,16
T58,84240,MS4142,LACKLAND JIEDDO CTR OF EXCELLANCE NON-JT BIL,1517 BILLY MITCHELL BLVD BLDG 954,LACKLAND AFB TX,78236,16
T59,46150,null,JFC BRUNSSUM (NATO) NON JOINT,PSC 106,APO AE,09722,02
T62,54026,null,OFFICE OF THE JAG,CO B HQBN HQMC,ARLINGTON VA,22214,09
T63,54008,MS4103,NAVY INTERNATIONAL PROGRAMS OFFICE (NIP0),1250 10TH ST SE BLDG 200,WA NAVY YARD DC,20374,09
T64,45232,null,NAVAL LEGAL SERVICE OFFICE,US NAVAL BASE,NORFOLK VA,23511,02
T65,87191,null,NAVY LEGAL SERVICES OFFICE,NAVAL AIR STATION,ALAMEDA CA,94501,16
T66,38450,MS4215,JPPSO-SE,CONTACT MI FOR ADDRESS UPDATE,JACKSONVILLE FL,32226,02
T67,02201,MS4215,JPPSO-SW,MCAS MIRAMAR PO BOX 452013,SAN DIEGO CA,92145,03
T68,20229,MS4215,JPPSO-JAPAN,CONTACT MI FOR ADDRESS UPDATE,APO AP,96326,27
T69,54077,MS4128,JIOWC NON-JT BILLET,2 HALL BLVD,SAN ANTONIO TX,78236,16
T70,45650,null,NAVY LEGAL SERVICE OFFICE,US NAVAL BASE BOX 124,PEARL HARBOR HI,96860,03
T71,54008,null,STAFF ASST INSTALL & LOG SEC NAV,1000 NAVY PENTAGON RM 4E739,WASHINGTON DC,20374,09
T72,20229,MS4146,MLNO TO JAPAN GROUND SELF DEFENSE FORCE,GSDF RESEARCH & DEV COMMAND CAMP ASAKA,FPO AP,96349,27
T73,20021,MS4146,MARFORPAC LNO US FORCE POSTURE REV IMPL TEAM,JCC DIV RUSSELL DR RUSSELL ACT 2601,FPO AP,96551,03
T75,54026,null,US ARMY MATERIAL COMMAND WASHDC,CO B HQBN HQMC,ARLINGTON VA,22214,09
T82,20600,null,ALLIED JT FORCES CMD NAPLES (NATO) NON-JOINT,PSC 813 BOX 136,FPO AE,09620,02
T83,46150,null,HQ ALLIED FORCES NW EUROPE,PSC 821 BOX 10,FPO AE,09421,02
T87,20600,null,HQ ALLIED FORCES SO EUROPE,PSC 813,FPO AE,09620,02
T89,20002,MS4118,HQ US SOUTHCOM,3511 NW 91ST AVE,MIAMI FL,33172,02
T90,20600,MS4115,HQ USEUCOM VAIHINGEN FRG,UNIT 30400 BOX 1000,APO AE,09128,02
T91,20600,null,HQ SOCEUR VAIHINGEN FRG,UNIT 30400 BOX 1000,APO AE,09128,02
T92,56001,null,JPEO/JTRS,NIXIE WAY BLDG 50 SUITE 339,SAN DIEGO CA,92147,03
T94,45650,null,DEFENSE COMM AGENCY PACIFIC,US NAVAL BASE BOX 7,PEARL HARBOR HI,96860,03
T95,20229,null,HQ US FORCES JAPAN,UNIT 5068,APO AP,96328,27
T96,20229,null,COMMANDER NAVAL FORCES JAPAN,PSC 473 BOX 1,FPO AP,96349,27
T98,87220,null,MARINE CORPS PUBLIC AFFAIRS OFFICE,10880 WILSHIRE BLVD SUITE 1230,LOS ANGELES CA,90024,16
T99,46150,null,DEFENSE COMMUNICATION AGENCY EUR,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
T9A,54008,null,NAVAL SUPPLY SYSTEMS COMMAND,1000 NAVY PENTAGON,WA NAVY YARD DC,20376,09
T9B,54026,null,NAVAL AIR SYSTEMS COMMAND,CO B HQBN HQMC,ARLINGTON VA,22214,09
T9C,34001,null,SPACE AND WARFARE SYSTEMS COMMAND,4301 PACIFIC HIGHWAY,SAN DIEGO CA,92110,03
